event,year,date,company,tickers,speaker,announcement,category,summary,key_number,metric_value,metric_unit,ship_quarter,availability,quote,confidence,video_id,video_url
COMPUTEX,2024,2024-06-05,Supermicro,SMCI,Charles Liang,Rack production capacity expansion,server,"Supermicro said its expanded global facilities, including Malaysia, give it capacity to design and deliver substantially more racks per month. The capacity commitment supports its ability to serve large-scale AI data-center deployments.","5,000 rack per month",5000.0,racks/month,,announced,"currently we had a capacity to design and delivery up to 5,000 rack per month",0.87,HQnNpZFIhpA,https://www.youtube.com/watch?v=HQnNpZFIhpA
COMPUTEX,2025,2025-05-13,Advantech,2395.TW,Edge Computing,Autonomous System and Robotics (ASMR) business unit,other,Advantech has established a dedicated Autonomous System and Robotics unit to serve the robotics industry. This signals a concrete organizational commitment to edge AI and robotics markets.,,,,,announced,"Within Evant Tech, we has uh we have established a unit called autonomous system and robotics short for ASMR.",0.86,mMyOp1sQ4mk,https://www.youtube.com/watch?v=mMyOp1sQ4mk
COMPUTEX,2025,2025-05-13,Advantech,2395.TW,Edge Computing,Building Blocks for Robotic Solutions,platform,"Advantech announced a modular program for robotics solutions spanning decision making, sensing, and motion control. The platform is intended to help customers assemble and deploy robots using Advantech edge AI and sensor building blocks.",,,,,announced,Therefore to serve this industry we establish a program called building blocks for robotic solutions.,0.9,mMyOp1sQ4mk,https://www.youtube.com/watch?v=mMyOp1sQ4mk
COMPUTEX,2025,2025-05-13,Advantech,2395.TW;INTC;NVDA;QCOM,Edge Computing,Advantech Robotic Suite,software,"Advantech is offering a robotic software suite for rapid development of robotic applications. It pre-integrates multiple silicon-vendor SDKs, provides a graphical interface, and includes standardized sensor nodes for faster robot deployment.",,,,,announced,"Talking about software, let's come back to software for robotic. That's where we that's why we offer this robotic suite for uh rapid development of robotic applications.",0.92,mMyOp1sQ4mk,https://www.youtube.com/watch?v=mMyOp1sQ4mk
COMPUTEX,2025,2025-05-13,Advantech,2395.TW;INTC;NVDA;QCOM,Edge Computing,Robotic Suite multi-vendor SDK integration,software,"Advantech said its Robotic Suite supports and pre-integrates AI robot SDKs from Intel, Nvidia, and Qualcomm. This matters because it positions the suite as a silicon-agnostic robotics development layer.",,,,,announced,"First, it uh can support multiple silicon vendors and uh AI robot SDK including uh Intel, Nvidia, and Qualcomm's SDK.",0.88,mMyOp1sQ4mk,https://www.youtube.com/watch?v=mMyOp1sQ4mk
COMPUTEX,2025,2025-05-13,Advantech,2395.TW,Edge Computing,Advantech Edge AI robotics platforms,platform,"Advantech described edge AI boards, servers, socket modules, insert modules, and GPU-integrated MPU modules as robotics building blocks. These platforms are positioned as customizable compute options for industry-specific edge AI robotics deployments.",,,,,announced,Regular edge AI board and regular edge AI server plus software for specific industry.,0.75,mMyOp1sQ4mk,https://www.youtube.com/watch?v=mMyOp1sQ4mk
COMPUTEX,2025,2025-05-13,Advantech,2395.TW,Edge Computing,Techman collaborative robot vision inspection collaboration,partnership,Advantech highlighted a collaboration with Techman to develop a collaborative robot solution with vision capability for factory defect inspection. The partnership shows Advantech applying edge AI platforms to industrial robotics use cases.,,,,,announced,This is also an example with techmen uh as uh professor Dr. Hong said uh a techman is a Taiwan famous Taiwanese uh robot manufacturer.,0.64,mMyOp1sQ4mk,https://www.youtube.com/watch?v=mMyOp1sQ4mk
COMPUTEX,2025,2025-05-14,ASUS,2357.TW,AI Data Center,ASUS Infrastructure Deployment Center (AIDC),software,"ASUS presented AIDC as management software for AI data center deployment, intended to automate infrastructure deployment and reduce total cost of ownership.",,,,,announced,"So you will see the AIDC, the ASUS infrastructure deployment center.",0.78,MFXLFXg5niU,https://www.youtube.com/watch?v=MFXLFXg5niU
COMPUTEX,2025,2025-05-14,ASUS,2357.TW,AI Data Center,ASUS Control Center (ACC),software,ASUS presented ACC as remote monitoring and management software for AI data center operations.,,,,,announced,"And the other one is on the right, the ACC, ASUS control center.",0.76,MFXLFXg5niU,https://www.youtube.com/watch?v=MFXLFXg5niU
COMPUTEX,2025,2025-05-19,COMPUTEX,,Global Press Conf,Computex 2025 AI Next focus areas,platform,"Computex 2025 is organized around three focus areas: AI and robotics, next-generation technology, and future mobility. This frames the show’s agenda around AI-driven computing, edge/cloud infrastructure, and connected transportation.",,3.0,count,,announced,Computex 2025 focuses on three key areas.,0.86,z7z4ZJ0KhrM,https://www.youtube.com/watch?v=z7z4ZJ0KhrM
COMPUTEX,2025,2025-05-19,COMPUTEX,,Global Press Conf,TAITRA-Taiwan Stock Exchange capital markets partnership,partnership,"Computex announced a new partnership with the Taiwan Stock Exchange aimed at expanding capital-market services around the event. This matters as Computex is positioning itself not just as a technology showcase, but also as a venue for financing and investor engagement.",,,,,announced,"We are especially excited about our new partnership with the Taiwan Stock Exchange, making our first step toward deeper capital market services.",0.94,z7z4ZJ0KhrM,https://www.youtube.com/watch?v=z7z4ZJ0KhrM
COMPUTEX,2025,2025-05-19,COMPUTEX,,Global Press Conf,InnoVEX 2025 startup platform,platform,"InnoVEX was highlighted as Computex’s startup platform, featuring global startups through exhibitions, pitch contests, and forums. The 2025 edition is positioned as a major venue for AI and technology startup discovery.",450 incredible startups,450.0,count,,announced,Explore real world impacts at our AI focused forum or experience tomorrow firsthand at a tense edition of Inovex featuring 450 incredible startups from 24 countries.,0.88,z7z4ZJ0KhrM,https://www.youtube.com/watch?v=z7z4ZJ0KhrM
COMPUTEX,2025,2025-05-19,COMPUTEX,,Global Press Conf,TechN High networking event,other,Computex announced TechN High as a special networking event to connect buyers and innovators. This is a concrete event program designed to facilitate commercial partnerships during the show.,,,,,announced,"And make sure to join TechN High, our special networking event designed to connect buyers and innovators.",0.82,z7z4ZJ0KhrM,https://www.youtube.com/watch?v=z7z4ZJ0KhrM
COMPUTEX,2025,2025-05-19,COMPUTEX,,Global Press Conf,IC Taiwan Grand Challenges partnership,partnership,Computex/InnoVEX highlighted a partnership around the IC Taiwan Grand Challenges with Taiwan’s National Science and Technology Council. The initiative reinforces Taiwan’s role in semiconductor and AI innovation ecosystems.,,,,,announced,"We are also proud of our partnerships this year, including the IC Tai IC Taiwan Grand Challenges with the National Science and Technology Council and the Thousand Taiwan IC Design Hub supported by the Ministry of Economic Affair.",0.78,z7z4ZJ0KhrM,https://www.youtube.com/watch?v=z7z4ZJ0KhrM
COMPUTEX,2025,2025-05-19,COMPUTEX,,Global Press Conf,Taiwan IC Design Hub,platform,"The Taiwan IC Design Hub, supported by Taiwan’s Ministry of Economic Affairs, was cited as part of Computex/InnoVEX’s innovation partnerships. It is presented as an effort to strengthen Taiwan’s semiconductor design ecosystem.",,,,,announced,"We are also proud of our partnerships this year, including the IC Tai IC Taiwan Grand Challenges with the National Science and Technology Council and the Thousand Taiwan IC Design Hub supported by the Ministry of Economic Affair.",0.72,z7z4ZJ0KhrM,https://www.youtube.com/watch?v=z7z4ZJ0KhrM
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,72 kW rack power unit,server,"Delta presented rack-level power units for AI racks, including a one-rack-unit power product rated at 72 kW. This matters because AI racks are moving toward much higher power density, requiring dedicated rack power infrastructure.",72 kilowatt,72.0,kW,,announced,So we have the rack power and it's one unit.,0.78,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,Power Capacitance Shelf for AI rack peak shaving,platform,"Delta introduced a Power Capacitance Shelf / capacitor shelf concept to buffer rapid load swings from AI racks and reduce grid instability. The system acts as an energy tank for peak shaving, stabilizing load seen by UPS, generators, and the grid.",120 kilowatt hours,120.0,kW,,announced,There's the solution.,0.72,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,1 MW 800 VDC power rack,platform,Delta described an independent external power rack architecture that converts AC to 800 VDC and supplies AI racks. Moving power out of the AI server rack addresses space constraints and supports higher rack power density.,1 megawatt,1.0,MW,,announced,One megawatt one power rack that supplies 1 megawatt hours of electricity.,0.86,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,800 VDC data center distribution architecture,platform,Delta proposed shifting AI data center power distribution from AC to 800 VDC to reduce conversion losses. The architecture is presented as improving end-to-end efficiency versus traditional AC distribution.,89.1%,89.1,%,,announced,So going through the power grid to 800 volt DC.,0.82,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,Solid-state transformer 33 kV AC to 800 VDC architecture,platform,"Delta outlined a solid-state transformer route that consolidates conversion stages, stepping 33 kV AC down to 800 VDC using power electronics. The company estimated this architecture could reach 92% power efficiency, materially reducing data center power losses.",92%,92.0,%,,roadmap,So we concentrated them into this uh solid state transformer.,0.84,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,Liquid-to-air and liquid-to-liquid CDU cooling solutions,platform,"Delta presented cooling distribution unit solutions for AI data centers, covering both liquid-to-air and liquid-to-liquid designs. These address infrastructure-level thermal management as AI rack heat loads rise.",,,,,announced,So there are two solutions liquid to air and liquid to liquid and on the plate within the servers and there's coal plates and vapor chambers.,0.83,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,1.5 MW liquid-to-liquid cooling rack,server,Delta showed a liquid-to-liquid cooling product rated at 1.5 MW. The high-capacity cooling rack is aimed at AI data center infrastructure where rack-level thermal loads are rising sharply.,1.5 megaww,1.5,MW,,announced,Now in the middle that's liquid to liquid 1.5 megaww.,0.86,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-16,Delta,2308.TW,Power & Thermal,Modular data center container solution,server,Delta promoted modular data centers packaged into containers that can be deployed with only water and electricity connections. This is intended to accelerate AI data center deployment compared with conventional builds.,,,,,announced,So we put them into a container.,0.8,NHqGFxdNswE,https://www.youtube.com/watch?v=NHqGFxdNswE
COMPUTEX,2025,2025-05-20,Foxconn,2317.TW,Young Liu,Foxconn Genesis AI manufacturing platform,platform,"Foxconn introduced Genesis, an AI manufacturing foundation that combines AI agents, token repositories, simulation and an enhanced tech stack to deploy AI across factories. It matters because Foxconn is positioning AI agents and physical AI as core to improving manufacturing productivity and scaling expert knowledge.",cycle time over 10%,10.0,%,,announced,"Genesis is a powerful foundation combining innovative use cases, token repositories, and an enhanced tech stack to deploy AI at scale.",0.88,QvnwJqB822c,https://www.youtube.com/watch?v=QvnwJqB822c
COMPUTEX,2025,2025-05-20,Foxconn,2317.TW,Young Liu,Smart EV platform and MIH reference design,platform,"Foxconn announced a smart EV platform for potential customers, including onboard and offboard applications, with plans to open it as a reference design for MIH members. The reference-design approach is intended to reduce customer development work and speed EV time-to-market.",80%,80.0,%,,announced,And this uh platform we will open it up uh to our customers and also we plan to open it to make it a a a reference design for our MIH members.,0.86,QvnwJqB822c,https://www.youtube.com/watch?v=QvnwJqB822c
COMPUTEX,2025,2025-05-20,Foxconn,2317.TW;MMTOF,Young Liu,Mitsubishi EV reference-model partnership,partnership,Foxconn said Mitsubishi will be the first car OEM to use its EV reference model. This validates Foxconn’s smart EV reference-design strategy with an incumbent automaker customer.,,,,roughly about a year from now,roadmap,The car. The car. And that car I have to give you uh uh let you know a good news about it has been chosen by Mitsubishi to be become their car.,0.76,QvnwJqB822c,https://www.youtube.com/watch?v=QvnwJqB822c
COMPUTEX,2025,2025-05-20,Foxconn,2317.TW,Young Liu,Foxconn Smart City platform,platform,"Foxconn announced a smart city platform meant to connect government, enterprises and citizens while enabling data and knowledge sharing across otherwise siloed applications. The platform is already being implemented in Kaohsiung, with other Taiwan and overseas cities working with Foxconn.",,,,sometime in a year,announced,So with this smart city platforms currently we are implemented implementing it in Gausong and also we have a number of other cities in Taiwan is currently working you know with us on the smart city uh uh on the smart city project.,0.84,QvnwJqB822c,https://www.youtube.com/watch?v=QvnwJqB822c
